Clave de Cartera,Número de solicitud,Nombre de PPI,Descripción de PPI,Clave Tipo de PPI,Tipo de PPI,Entidad Federativa,Descripción de Entidad,Total,Anteriores,ANIO_1,ANIO_2,ANIO_3,ANIO_4,ANIO_5,Posteriores,Monto Asignado,Ramo,Descripción de Ramo,Unidad,Descripción de Unidad,Fecha de Inicio,Fecha Fin,Fase descripción,Monto Calendario Fiscal 2022,Monto Calendario Propios 2022
'2116B000030,66377,"Proyecto de las Obras para la Captación, la Conducción y Evacuación de los Escurrimientos Pluviales que inundan las Zonas Urbanas de las Cuencas Bajas de los Arroyos: Terán, Cocal I, Cocal Ii, Kilómetro 4 y 24 de Junio de la Ciudad de Tuxtla Gutiérrez, Chiapas",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,7,CHIAPAS,405710248,0,0,0,0,0,0,0,0,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,01/01/2022,31/12/2022,Vigente,223140636,0
'21133110007,66405,"Construcción y Equipamiento de un Hospital Naval en Yukalpeten, Yuc.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,31,YUCATAN,309303261,0,100000000,0,0,0,0,0,0,13,Marina,311,Dirección General de Recursos Humanos,01/03/2021,31/12/2022,Vigente,209303261,0
S/CVE,66420,"Mantenimiento a Sistemas de Transporte por Ducto Permiso 4 ""Norte""",Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,,0,617422666,0,0,0,0,403487697,96940001,52,Petróleos Mexicanos,T9K,Pemex Logística,01/01/2021,31/12/2025,En Proceso de Registro,0,150143249
'2111A2M0001,66421,Programa Integral Institucional para la Sustentabilidad,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,41402759,0,0,0,0,0,0,12420828,0,11,Educación Pública,A2M,Universidad Autónoma Metropolitana,01/01/2022,31/12/2023,Vigente,28981931,0
'2109J3D0001,66430,Programa de adquisiciones Puerto de Tampico,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,28,TAMAULIPAS,10865462,0,5144920,0,0,0,0,0,5720000,13,Marina,J3D,"Administración Portuaria Integral de Tampico, S.A. de C.V.",01/06/2021,31/12/2022,Vigente,0,5720542
'2111A3Q0015,66451,Construcción de la Unidad de Servicios Geofísicos del Instituto de Geofísica en Ciudad Universitaria,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,32712000,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,32712000,0
'2111A3Q0002,66453,Construcción del Centro de Atención y Servicios Psicológicos en Ciudad Universitaria,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,79500000,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,79500000,0
'2111A3Q0009,66455,Construcción del Centro de Investigación en Virología de la Universidad Nacional Autónoma de México (CIV-UNAM),Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,17,MORELOS,281275300,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,281275300,0
'2111A3Q0004,66456,Programa de adquisiciones para el equipamiento del Centro de Supercómputo UNAM,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,238989000,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,238989000,0
'2111A3Q0011,66457,Construcción del edificio para laboratorios curriculares en el Colegio de Ciencias y Humanidades. Plantel Sur,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,53239444,0,0,0,0,0,0,31070491,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2023,Vigente,22168953,0
'2111A3Q0010,66458,"Construcción del edificio para laboratorios curriculares en el Colegio de Ciencias y Humanidades, Plantel Oriente",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,64420933,0,0,0,0,0,0,37505076,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2023,Vigente,26915857,0
'2111A3Q0005,66459,"Construcción del edificio para laboratorios curriculares en el Colegio de Ciencias y Humanidades, Plantel Vallejo",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,55663116,0,0,0,0,0,0,32344869,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2023,Vigente,23318247,0
'2111A3Q0006,66460,"Construcción del edificio para laboratorios curriculares en el Colegio de Ciencias y Humanidades, Plantel Naucalpan",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,15,ESTADO DE MEXICO,52587730,0,0,0,0,0,0,30836897,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2023,Vigente,21750833,0
'2111A3Q0003,66461,"Construcción del edificio para laboratorios curriculares en el Colegio de Ciencias y Humanidades, Plantel Azcapotzalco",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,50815795,0,0,0,0,0,0,29890320,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2023,Vigente,20925475,0
'2111A3Q0007,66462,Mantenimiento integral de la Red de agua potable de la Facultad de Estudios Superiores Aragón,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,15,ESTADO DE MEXICO,12239034,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,12239034,0
'2106G1H0006,66485,"CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA SUCURSAL BANCARIA EN XALAPA, VER.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,30,VERACRUZ,26529116,0,0,0,0,0,0,0,26529116,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,26529116
'2106G1H0007,66489,"REUBICACIÓN, CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA SUCURSAL BANCARIA EN TOLUCA, EDO. MÉX.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,15,ESTADO DE MEXICO,32809100,0,0,0,0,0,0,0,32809100,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,32809100
'2106G1H0003,66490,"REUBICACIÓN, CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA SUCURSAL BANCARIA EN ZAPOPAN, JAL.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,14,JALISCO,33058300,0,0,0,0,0,0,0,33058300,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,33058300
'2111A3Q0008,66492,Ampliación del Centro Universitario de Teatro,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,9,CIUDAD DE MÉXICO,49477500,0,0,0,0,0,0,0,0,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,49477500,0
'2106G1H0004,66493,AMPLIACIÓN Y EQUIPAMIENTO DE LA SUCURSAL MARINA.,Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,9,CIUDAD DE MÉXICO,28723316,0,0,0,0,0,0,0,28723316,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,28723316
'2106G1H0008,66496,"AMPLIACIÓN Y EQUIPAMIENTO DE LA SUCURSAL MEXICALI, B.C.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,2,BAJA CALIFORNIA,11225732,0,0,0,0,0,0,0,11225732,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,11225732
'2106G1H0010,66497,"AMPLIACIÓN Y EQUIPAMIENTO DEL MÓDULO PUENTE INTERNACIONAL I Y II NUEVO LAREDO, TAMPS.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,28,TAMAULIPAS,26982200,0,0,0,0,0,0,0,26982200,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,26982200
'2106G1H0005,66499,"ADQUISICIÓN, REEMPLAZO Y RENOVACIÓN DE EQUIPAMIENTO PARA MÓDULOS FRONTERIZOS Y OFICINAS DEL CORPORATIVO.",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,89119500,0,0,0,0,0,0,0,89119500,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,89119500
'2106G1H0009,66503,ADQUISICIÓN Y RENOVACIÓN DE SOFTWARE Y HARDWARE.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,106100000,0,0,0,0,0,0,0,106100000,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,106100000
'2106G1H0012,66528,SUSTITUCIÓN DEL SISTEMA DE CONTROL DE ACCESO A LAS INSTALACIONES DE BANJERCITO.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,17000000,0,0,0,0,0,0,0,17000000,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,17000000
'21132110001,66532,CONSTRUCCIÓN DE DRAGAS AUTOPROPULSADAS.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,2164330000,0,1000000000,0,0,0,0,364330000,0,13,Marina,211,Dirección General de Construcciones Navales,01/01/2021,31/12/2024,Vigente,800000000,0
'2106G1H0011,66536,"ADQUISICIÓN, REEMPLAZO Y RENOVACIÓN DE KIOSKOS MULTITRÁMITE",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,42896000,0,0,0,0,0,0,0,42896000,6,Hacienda y Crédito Público,G1H,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",01/01/2022,31/12/2022,Vigente,0,42896000
'2113J2T0003,66543,"Terminales Turísticas de Cruceros y Terminal de Transbordadores, Mazatlán, Sin.",Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,25,SINALOA,832563327,0,232000000,0,0,0,0,175275008,0,13,Marina,J2T,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",01/10/2021 01:00,31/12/2023 01:00,Vigente,425288319,0
'21132160002,66556,"Construcción del muelle de Puerto Balleto, Nay.",Proyecto de Inversión de Infraestructura Gubernamental,3,Proyecto de Inversión de Infraestructura Gubernamental,18,NAYARIT,188784059,0,100000000,0,0,0,0,0,0,13,Marina,216,Dirección General de Servicios Generales e Hidrográficos,01/01/2021,31/12/2022,Vigente,88784059,0
'2150GYR0032,66559,"Construcción del Espacio para Gradas, Baños y Vestidores en el Gimnasio de Básquet del Centro de Seguridad Social Zacatecas",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,32,ZACATECAS,4882366,0,0,0,0,0,0,0,0,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2022,31/12/2022,Vigente,0,4882366
S/CVE,66581,Cabo Falso Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,3,BAJA CALIFORNIA SUR,,0,0,0,0,0,0,27451564,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,11350000,0
S/CVE,66582,González Ortega Banco 3,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,2,BAJA CALIFORNIA,,0,0,0,0,0,0,21968615,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,47730000,0
S/CVE,66583,Querétaro Poniente Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,22,QUERETARO,,0,0,0,0,0,0,15875879,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,23980000,0
S/CVE,66584,San Carlos Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,11,GUANAJUATO,,0,0,0,0,0,0,19323399,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,24170000,0
S/CVE,66585,Cortázar Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,11,GUANAJUATO,,0,0,0,0,0,0,7897986,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,22350000,0
S/CVE,66586,Tambaca Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,24,SAN LUIS POTOSI,,0,0,0,0,0,0,9659756,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,10510000,0
S/CVE,66587,Valle Alto Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,22313411,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,12500000,0
S/CVE,66588,Soledad de Graciano Sánchez Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,24,SAN LUIS POTOSI,,0,0,0,0,0,0,43270097,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,12500000,0
S/CVE,66589,Choacahui Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,25,SINALOA,,0,0,0,0,0,0,24378983,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,34920000,0
S/CVE,66590,Maniobras Munisol Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,26,SONORA,,0,0,0,0,0,0,3522929,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,20000000,0
S/CVE,66591,Guadiana Bancos 1 y 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,10,DURANGO,,0,0,0,0,0,0,43624269,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,11350000,0
S/CVE,66592,Canatlán Dos Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,10,DURANGO,,0,0,0,0,0,0,11573031,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,12980000,0
S/CVE,66593,Ampliación de la subestación Nuevo Ideal Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,10,DURANGO,,0,0,0,0,0,0,12323031,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,12230000,0
S/CVE,66594,Nanchital Dos Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,16282499,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,10830000,0
S/CVE,66595,Paso del Toro Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,15657133,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,5190000,0
S/CVE,66596,Tihuatlán Dos Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,18689180,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,11590000,0
S/CVE,66597,Tepeyac Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,29796310,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,12500000,0
S/CVE,66598,Perote Dos Banco 1,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,21,PUEBLA,,0,0,0,0,0,0,14632477,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,11540000,0
S/CVE,66599,Sánchez Taboada Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,30,VERACRUZ,,0,0,0,0,0,0,0,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2022,En Proceso de Captura Planeación,17976000,0
S/CVE,66600,Simojovel Banco 2,Proyecto de Inversión de Infraestructura Económica,1,Proyecto de Inversión de Infraestructura Económica,7,CHIAPAS,,0,0,0,0,0,0,2139000,0,53,Comisión Federal de Electricidad,TVV,CFE Consolidado,01/01/2022,31/12/2023,En Proceso de Captura Planeación,15000000,0
'2111A3Q0016,66672,Programa anual de mantenimiento a entidades y recintos de Difusión Cultural y Extensión Universitaria de la UNAM,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9,CIUDAD DE MÉXICO,45116447,0,0,0,0,0,0,0,45116447,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,36093158,9023289
'2111A3Q0013,66673,Programa anual de mantenimiento a entidades de la UNAM con funciones de Docencia e Investigación ubicadas en la Ciudad de México y Zona Metropolitana,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,9; 15,CIUDAD DE MÉXICO; ESTADO DE MEXICO,409305384,0,0,0,0,0,0,0,245583232,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,327444307,81861077
'2111A3Q0017,66674,Programa anual de mantenimiento a entidades foráneas de la UNAM con funciones de Docencia e Investigación,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,2; 7; 11; 15; 16; 17; 19; 22; 23; 25; 30; 31,BAJA CALIFORNIA; CHIAPAS; GUANAJUATO; ESTADO DE MEXICO; MICHOACAN; MORELOS; NUEVO LEON; QUERETARO; QUINTANA ROO; SINALOA; VERACRUZ; YUCATAN,116186145,0,0,0,0,0,0,0,69711687,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,92948916,23237229
'2107HXA0012,66694,"Mantenimiento de la UHM Coatzintla, Ver.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,30,VERACRUZ,49752263,0,0,0,0,0,0,0,49752263,7,Defensa Nacional,HXA,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,01/05/2022,31/08/2022,Vigente,49752263,0
'2111A3Q0014,66699,Programa anual de equipamiento de bienes no asociados a la obra pública destinados a entidades y recintos de Difusión Cultural y Extensión Universitaria de la UNAM,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9; 12,CIUDAD DE MÉXICO; GUERRERO,46991170,0,0,0,0,0,0,0,46991170,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,37592936,9398234
'2111A3Q0001,66705,Programa anual de equipamiento de bienes no asociados a la obra pública destinados a entidades con función de Docencia en la UNAM,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9; 15; 17; 22; 31,CIUDAD DE MÉXICO; ESTADO DE MEXICO; MORELOS; QUERETARO; YUCATAN,535675913,0,0,0,0,0,0,0,214270365,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,428540730,107135183
'2107HXA0011,66707,"Mantenimiento de la UHN Lázaro Cárdenas III-C, Mich.",Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,16,MICHOACAN,33874033,0,0,0,0,0,0,0,33874033,7,Defensa Nacional,HXA,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,01/06/2022,30/11/2022,Vigente,33874033,0
'2111A3Q0012,66708,Programa anual de equipamiento de bienes no asociados a la obra pública destinados a entidades con función de Investigación en la UNAM,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,2; 7; 9; 14; 16; 17; 19; 21; 22; 23; 25; 30; 31,BAJA CALIFORNIA; CHIAPAS; CIUDAD DE MÉXICO; JALISCO; MICHOACAN; MORELOS; NUEVO LEON; PUEBLA; QUERETARO; QUINTANA ROO; SINALOA; VERACRUZ; YUCATAN,468659187,0,0,0,0,0,0,0,281195512,11,Educación Pública,A3Q,Universidad Nacional Autónoma de México,01/01/2022,31/12/2022,Vigente,374927350,93731837
'21132160005,66719,Adquisición de Bienes Informáticos para Unidades y Establecimientos Navales.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,70000000,0,0,0,0,0,0,0,0,13,Marina,216,Dirección General de Servicios Generales e Hidrográficos,01/01/2022,31/12/2022,Vigente,70000000,0
'2150GYR0024,66756,Programa Nacional de sustitución y modernización de elevadores 2022,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,282717052,0,0,0,0,0,0,0,282717052,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2022,31/12/2022,Vigente,0,282717052
'2111B010006,66764,Nuevas Retransmisoras Canal Once Centro,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,35,NACIONAL,184453999,0,0,0,0,0,0,0,0,11,Educación Pública,B01,XE-IPN Canal 11,01/01/2022,31/12/2022,Vigente,184453999,0
'2112NBG0003,66783,"Programa para la Sustitución de 2 Equipos Elevadores del Hospital Infantil de México Federico Gómez, 2022-2023.",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,5800000,0,0,0,0,0,0,2900000,2900000,12,Salud,NBG,Hospital Infantil de México Federico Gómez,01/01/2022,31/12/2023,Vigente,2900000,0
S/CVE,66899,Mantenimiento a los Sistemas de Transporte por Ducto Santuario: Petróleo y Gas,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,27,TABASCO,,0,0,0,0,0,0,27935769,3840079,52,Petróleos Mexicanos,T9K,Pemex Logística,01/01/2022,31/12/2026,En Proceso de Registro,0,37296130
'2109JZL0003,66942,Programa de rehabilitación y/o sustitución de cercados perimetrales para la seguridad 2022,Programa de Inversión de Mantenimiento,7,Programa de Inversión de Mantenimiento,35,NACIONAL,35191739,0,0,0,0,0,0,0,30337711,9,Comunicaciones y Transportes,JZL,Aeropuertos y Servicios Auxiliares,01/05/2022,31/12/2022,Vigente,0,35191739
'2121W3X0001,66980,Programa de adquisiciones para las reubicaciones de asentamientos humanos en el derecho de vía del Proyecto Tren Maya,Proyecto de Inversión de Infraestructura Social,2,Proyecto de Inversión de Infraestructura Social,4; 7; 23; 27; 31,CAMPECHE; CHIAPAS; QUINTANA ROO; TABASCO; YUCATAN,3497453532,0,1398982800,0,0,0,0,0,0,21,Turismo,W3X,"FONATUR Tren Maya, S.A. de C.V.",01/05/2021,31/12/2022,Vigente,2098470732,0
'2150GYR0029,67005,Programa de fortalecimiento de mobiliario en guarderías de prestación directa.,Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,36709595,0,0,0,0,0,0,0,36709595,50,Instituto Mexicano del Seguro Social,GYR,Instituto Mexicano del Seguro Social,01/01/2022,31/12/2022,Vigente,0,36709595
'2121W3N0002,67015,Proyectos de inversión para generación de energías limpias,Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,3; 23,BAJA CALIFORNIA SUR; QUINTANA ROO,238000000,0,108000000,0,0,0,0,30000000,0,21,Turismo,W3N,Fondo Nacional de Fomento al Turismo,01/03/2021,31/12/2023,Vigente,0,100000000
'21132110002,67024,Construcción de Embarcaciones de Respuesta Inmediata (ERI),Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,9,CIUDAD DE MÉXICO,1011000000,0,337000000,0,0,0,0,337000000,0,13,Marina,211,Dirección General de Construcciones Navales,01/01/2021,31/12/2023,Vigente,337000000,0
'2108I000002,67053,"Estudio de Factibilidad Técnica, Económica y Social, Proyecto Ejecutivo y Manifestación de Impacto Ambiental para obras de rehabilitación en el sistema Laguna de Cuyutlán, Municipio de Manzanillo, Colima.",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,6,COLIMA,4000000,0,0,0,0,0,0,2000000,0,8,Agricultura y Desarrollo Rural,I00,Comisión Nacional de Acuacultura y Pesca,01/07/2022 01:00,30/06/2023 01:00,Vigente,2000000,0
'2108I000001,67080,"Estudio de Factibilidad Técnica, Económica y Social, Proyecto Ejecutivo y Manifestación de Impacto Ambiental para obras de rehabilitación en el sistema Bahía de Navachiste, Municipio de Guasave, Sinaloa.",Programa de Estudios de Preinversión,11,Programa de Estudios de Preinversión,25,SINALOA,4000000,0,0,0,0,0,0,2000000,0,8,Agricultura y Desarrollo Rural,I00,Comisión Nacional de Acuacultura y Pesca,01/07/2022 01:00,30/06/2023 01:00,Vigente,2000000,0
'2151GYN0008,67081,"Equipamiento Médico en Unidades del Segundo nivel  de atención, ISSSTE 2022",Programa de Inversión de Adquisiciones,6,Programa de Inversión de Adquisiciones,35,NACIONAL,1333486173,0,0,0,0,0,0,0,1255331265,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,GYN,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,01/01/2022,31/12/2022,Vigente,0,1333486173
